song_id,artist,title,dominant_emotion,dominant_sentiment,emotion_distribution,sentiment_distribution
4754719,DB.Boutabag,What You Say,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'trust': 0.0, 'surprise': 0.0, 'anticipation': 0.0, 'joy': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
2466722,3010,Pareil,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
6689837,BLNTSMK,TUESDAY,sadness,positive,"defaultdict(<class 'int'>, {'sadness': 0.0, 'anger': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'disgust': 0.0, 'fear': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.07976465485568424, 'negative': 0.0})"
5623421,Joy Frost,Too sensitive,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'sadness': 0.0, 'anger': 0.0, 'surprise': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
346509,Dominic Riccitello,Tell Me Everything,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'trust': 0.0, 'joy': 0.0, 'anger': 0.0, 'fear': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
6737422,Cold Cell,Scapegoat Season,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'anger': 0.0, 'fear': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
5088310,Handball,Maybe ur the one thats supposed to heal me,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.0, 'trust': 0.0, 'anticipation': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0})"
1575750,Kid Dakota,Atomic Pilgrim,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'anger': 0.0, 'fear': 0.0, 'sadness': 0.0, 'joy': 0.0, 'trust': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
4441137,Syva Jay,Red Flag,joy,positive,"defaultdict(<class 'int'>, {'surprise': 0.0, 'trust': 0.0, 'anger': 0.0, 'fear': 0.0, 'joy': 0.05440063150024121, 'disgust': 0.0, 'anticipation': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.05440063150024121})"
4755046,Lil Wayne,I Dont Need Her,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.0, 'joy': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'trust': 0.0, 'surprise': 0.0, 'anticipation': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
7401733,Pro Teens,Abble,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'sadness': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
7682811,711KENGO,Twins,anger,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'fear': 0.0, 'sadness': 0.0, 'trust': 0.0, 'anger': 0.1045518689887331, 'disgust': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.06837753783869517, 'negative': 0.17292940682742827})"
6092488,Dave Tsimba,No Love Lost,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
517758,MLB Rosters,2014 Baltimore Orioles Roster,anticipation,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'fear': 0.0, 'sadness': 0.0, 'joy': 0.0, 'trust': 0.0, 'surprise': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
4035227,Andrew James,Broken Now,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'fear': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'joy': 0.0, 'anticipation': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
7828442,JvanchO,CIELO,anticipation,positive,"defaultdict(<class 'int'>, {'disgust': 0.11535598651453975, 'sadness': 0.11535598651453975, 'anticipation': 0.1238747549377199, 'joy': 0.1238747549377199, 'surprise': 0.1238747549377199, 'anger': 0.11535598651453975, 'fear': 0.11535598651453975, 'trust': 0.1238747549377199})","defaultdict(<class 'int'>, {'negative': 0.11535598651453975, 'positive': 0.3108152060003911})"
2856373,Deep Purple,Rapture of the Deep Live,surprise,negative,"defaultdict(<class 'int'>, {'surprise': 0.0, 'joy': 0.0, 'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anticipation': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
6622231,Diemond,Demons,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'surprise': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
257180,Adel Tawil,Vermiss mich,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
3272634,Giraffe,The Way Back Home,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'anticipation': 0.0, 'surprise': 0.0, 'trust': 0.0, 'joy': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
5404278,Kerser,Never Seen Me Fall,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'trust': 0.0, 'sadness': 0.0, 'anger': 0.0, 'disgust': 0.0, 'joy': 0.0, 'fear': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
5507582,Ersatzkopf,Turbostaat sollen mal ganze Sätze machen,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'sadness': 0.0, 'anger': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
4804493,Lil Willy 666,Muerto Por Dentro,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.0, 'joy': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
6204044,Gasproshop,Ytopia,joy,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.3334984973150553, 'surprise': 0.0, 'trust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'anger': 0.0})","defaultdict(<class 'int'>, {'positive': 0.3334984973150553, 'negative': 0.0})"
895666,Everything But The Girl,Before Today,anticipation,positive,"defaultdict(<class 'int'>, {'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'anticipation': 0.10542015321416202})","defaultdict(<class 'int'>, {'positive': 0.0})"
520507,Senses Fail,Safe House,sadness,positive,"defaultdict(<class 'int'>, {'sadness': 0.0, 'joy': 0.0, 'trust': 0.0, 'anticipation': 0.0, 'fear': 0.0, 'anger': 0.0, 'disgust': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
3498005,Rae Sremmurd,Td Up,anger,positive,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'anticipation': 0.0, 'trust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'joy': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
2209585,Little Nikki,Right Before My Eyes - Edit,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'fear': 0.0, 'surprise': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0})"
4974067,THEBESTANYTHINGMINER,Vibin On Minecraft,disgust,positive,"defaultdict(<class 'int'>, {'disgust': 0.0, 'sadness': 0.0, 'fear': 0.0, 'anger': 0.0, 'joy': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
1737243,McFly,She Left Me,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'sadness': 0.0, 'anticipation': 0.0})","defaultdict(<class 'int'>, {'negative': 1.4572456459660605})"
1022946,Compulsion,Jean Could Be Wrong,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'fear': 0.0, 'sadness': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
1016806,Hoods,Dont Fight Lets Party Tonight,anticipation,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'trust': 0.0, 'anger': 0.0, 'fear': 0.0, 'sadness': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
3405889,Poncho Blazin Atm,Keep Fightnin and Get Back Up freestyle,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'trust': 0.0, 'joy': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.1396255177713238})"
430350,Chris Cornell,Sweet Revenge,anticipation,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'joy': 0.0, 'surprise': 0.0, 'sadness': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
4300754,El Matador,Besoin dêtre libre,disgust,negative,"defaultdict(<class 'int'>, {'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anger': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
1682531,"Tito ""El Bambino""",Caile,anticipation,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
4811784,Demasiado De...,Bomba H,trust,negative,"defaultdict(<class 'int'>, {'trust': 0.0, 'anticipation': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'joy': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
5844269,REVO-T (PRT),Me Goes Ghost,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'disgust': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'anger': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
1829747,Neil Diamond,Ill See You On The Radio Laura,anticipation,negative,"defaultdict(<class 'int'>, {'anticipation': 0.07018093733999478, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
1956365,Moog,Highway crimes feat. accalia snow,anticipation,negative,"defaultdict(<class 'int'>, {'anticipation': 0.026224050800017183, 'joy': 0.0, 'surprise': 0.0, 'anger': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
100841,JavonymmiJ,So Callous,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.10539262317633183, 'disgust': 0.0, 'sadness': 0.10539262317633183, 'anticipation': 0.0, 'anger': 0.10539262317633183, 'surprise': 0.0, 'joy': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.10539262317633183})"
6359009,Lil Optimus,FUCHSIA PAINT,sadness,positive,"defaultdict(<class 'int'>, {'anger': 0.0, 'fear': 0.0, 'sadness': 0.05553543303035381, 'joy': 0.05553543303035381, 'anticipation': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.05553543303035381})"
1064198,La Bouche,Sweet Dreams Oriental mix,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anger': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
960372,Sodastream,Send My Love To Those Who Deserve It,fear,positive,"defaultdict(<class 'int'>, {'anger': 0.0, 'fear': 0.06196953636138736, 'anticipation': 0.06196953636138736, 'joy': 0.06196953636138736, 'surprise': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'trust': 0.06196953636138736})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.06196953636138736})"
1745755,Devo,Secret Agent Man live,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'sadness': 0.0, 'trust': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'anger': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
5144667,Teen Boy,PSA,fear,positive,"defaultdict(<class 'int'>, {'fear': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
2123071,Tommy Makem,Whiskey You’re the Devil,anger,positive,"defaultdict(<class 'int'>, {'anger': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anticipation': 0.0, 'disgust': 0.0, 'trust': 0.0, 'joy': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
3922855,Your Smith,Ooh Wee,disgust,negative,"defaultdict(<class 'int'>, {'disgust': 0.0, 'anticipation': 0.0, 'anger': 0.0, 'fear': 0.0, 'joy': 0.0, 'sadness': 0.0, 'trust': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
5896437,Hawk (Turkey),Serotonin,disgust,negative,"defaultdict(<class 'int'>, {'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anger': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
5973928,Adam Skinner & Dan Skinner,Blame It All On Me,fear,positive,"defaultdict(<class 'int'>, {'fear': 0.0, 'anger': 0.0, 'disgust': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'joy': 0.0, 'anticipation': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.31225063634090766})"
5759654,Lexxicon,Paradise,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anger': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
4859759,FEET,Petty Thieving Album Version,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.02266498324022565, 'joy': 0.0, 'trust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anger': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
1317824,Nockalm Quintett,Casablanca Für Immer,fear,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'fear': 0.045142160296437084, 'sadness': 0.045142160296437084})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.045142160296437084})"
5498731,ClassicFredrick,Fake Love,joy,negative,"defaultdict(<class 'int'>, {'joy': 0.0, 'disgust': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'trust': 0.0, 'fear': 0.0, 'anticipation': 0.0, 'anger': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
1716550,Billy Bob Thornton,Everybody Lies,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'fear': 0.0, 'anger': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
5045922,Nicholas Burgess,Elsa Sargent Singer,anticipation,negative,"defaultdict(<class 'int'>, {'trust': 0.054224671455745686, 'anticipation': 0.14331247656246662, 'anger': 0.03248423853490298, 'disgust': 0.03248423853490298, 'fear': 0.03248423853490298, 'joy': 0.03248423853490298, 'sadness': 0.03248423853490298, 'surprise': 0.03248423853490298})","defaultdict(<class 'int'>, {'negative': 0.03248423853490298, 'positive': 0.03248423853490298})"
3251894,Screen Genius,Heavy Metal Script,anticipation,negative,"defaultdict(<class 'int'>, {'sadness': 1.2262418733107385, 'anger': 0.9749917364288684, 'disgust': 0.8893364233930025, 'fear': 1.160491397024148, 'anticipation': 1.3235376425344787, 'joy': 0.4047101641697261, 'trust': 0.5866734402759566, 'surprise': 0.9673705037711191})","defaultdict(<class 'int'>, {'negative': 1.3942844336646554, 'positive': 0.5735922059946202})"
4334749,Mr.Stitch,The Scarecrows Story,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.2973481646717882, 'joy': 0.0, 'surprise': 0.1527825105705485, 'disgust': 0.2973481646717882, 'anger': 0.2973481646717882, 'fear': 0.2973481646717882, 'anticipation': 0.21473232903365363, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.2973481646717882, 'positive': 0.0})"
6225909,Rzh Bleu,Madness Through Futility,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anticipation': 0.0, 'surprise': 0.0, 'joy': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
77783,Coldplay,Trouble,disgust,negative,"defaultdict(<class 'int'>, {'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anticipation': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
1687346,Don Omar,Good Looking,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0})"
3652325,Monmuuth,Vail One,fear,positive,"defaultdict(<class 'int'>, {'anger': 0.04232557910632426, 'fear': 0.09163755892663367, 'joy': 0.049311979820309416, 'trust': 0.049311979820309416, 'sadness': 0.04232557910632426, 'disgust': 0.04232557910632426, 'anticipation': 0.08385102567326755})","defaultdict(<class 'int'>, {'negative': 0.04232557910632426, 'positive': 0.049311979820309416})"
131526,Blu,Ez,fear,positive,"defaultdict(<class 'int'>, {'anticipation': 0.5277363751387009, 'anger': 0.016668157436974047, 'joy': 0.5277363751387009, 'surprise': 0.016668157436974047, 'trust': 0.5277363751387009, 'fear': 0.5323106481563059, 'disgust': 0.0, 'sadness': 0.02124243045457904})","defaultdict(<class 'int'>, {'positive': 0.5820606188788168, 'negative': 0.02124243045457904})"
4190675,Natalac,Who can I Trust Me and GOD,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'fear': 0.0, 'joy': 0.0, 'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'sadness': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
3219336,Arch Enemy,The Eagle Flies Alone,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'trust': 0.0, 'anger': 0.0, 'anticipation': 0.0, 'disgust': 0.0, 'sadness': 0.0, 'joy': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
7632774,The Neville Brothers,If I Had a Hammer,fear,positive,"defaultdict(<class 'int'>, {'fear': 0.0, 'sadness': 0.0, 'joy': 0.0, 'anticipation': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
1522256,Vinterland,Wings Of Sorrow,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
7441836,FAANGS,IT’S BAD,trust,positive,"defaultdict(<class 'int'>, {'trust': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'fear': 0.0, 'disgust': 0.0, 'sadness': 0.0, 'anger': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
1542017,Corrosion of Conformity,Sleeping Martyr,anticipation,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'fear': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'sadness': 0.0, 'anger': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
6616382,Elevation Worship & Maverick City Music,Old Church Basement,joy,negative,"defaultdict(<class 'int'>, {'joy': 0.0, 'anticipation': 0.0, 'trust': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'anger': 0.0, 'sadness': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
400605,Lil Wayne,Miami Freestyle,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'fear': 0.0, 'joy': 0.0, 'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'sadness': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
6883007,Amay Laoni & Marie-Mai,Sous les rivières,anticipation,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'trust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anger': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
782127,Alestorm,Flower of Scotland,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
6805726,Vazelina Bilopphggers,Tel våren skar je sjøsetta båt,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'fear': 0.0, 'joy': 0.0, 'trust': 0.0, 'anger': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
6444127,Ground Sloth Orchestra,Swallow the Pain,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'sadness': 0.0, 'anger': 0.0, 'disgust': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
1772073,Shaman (BRA),Born To Be,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.0, 'trust': 0.0, 'surprise': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anger': 0.0, 'disgust': 0.0, 'anticipation': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
1578584,M People,Someday Sashas Full Master,anticipation,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anticipation': 0.010834556685584052, 'joy': 0.0, 'trust': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
6452161,Joseph Arthur,Tomorrow Today,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.032689649755831725, 'joy': 0.014521382311935034, 'surprise': 0.014521382311935034, 'trust': 0.014521382311935034, 'fear': 0.0, 'sadness': 0.0, 'anger': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.014521382311935034, 'negative': 0.0})"
138291,"Alexander Hamilton, John Jay, James Madison",The Federalist Papers Federalist No. 4,trust,positive,"defaultdict(<class 'int'>, {'anger': 0.0, 'fear': 0.0, 'sadness': 0.0, 'trust': 0.12550169817187873, 'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.08702082167566298})"
1396535,Will Downing,God Is So Amazing,fear,positive,"defaultdict(<class 'int'>, {'fear': 0.06608595229088529, 'sadness': 0.033300864513309505, 'anger': 0.0, 'disgust': 0.0, 'anticipation': 0.0, 'joy': 0.041577374677957184, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.033300864513309505, 'positive': 0.041577374677957184})"
5909250,Yvng Reece,On Go,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
1491373,Elio e le Storie Tese,Natale Allo Zenzero,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
7568857,Lvbel C5 & Batuflex,GÖNDER GELSİN,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
3732507,Henry Gross,Its the Money,anticipation,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anger': 0.0, 'trust': 0.0, 'disgust': 0.0, 'surprise': 0.0, 'joy': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
2055216,Jenni Rivera,A Cambio De Qué Banda,trust,positive,"defaultdict(<class 'int'>, {'trust': 0.0, 'anger': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
6340811,Joel Jerome (Folk),Today,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
6564162,Pipe Dreamer,Brothers II,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'anticipation': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
1272402,Deep River Boys,Bewitched,anticipation,negative,"defaultdict(<class 'int'>, {'disgust': 0.10979391038294067, 'joy': 0.0, 'trust': 0.0, 'anger': 0.0, 'fear': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'anticipation': 0.11297537563691866})","defaultdict(<class 'int'>, {'negative': 0.10979391038294067, 'positive': 0.0})"
45649,Tim Smooth,They Got Us,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
3267713,Ozymandias,Dualismo,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'anticipation': 0.0, 'fear': 0.0, 'sadness': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
